method,history,epoch,Metric,Estimate
CNN,25,10,mean_absolute_error,0.530448436737061
CNN,25,11,mean_absolute_error,0.551084995269775
CNN,25,12,mean_absolute_error,0.532442688941956
CNN,25,13,mean_absolute_error,0.702378034591675
CNN,25,14,mean_absolute_error,0.538738429546356
CNN,26,1,mean_absolute_error,0.832620441913605
CNN,26,2,mean_absolute_error,0.530281782150269
CNN,26,3,mean_absolute_error,0.536234140396118
CNN,26,4,mean_absolute_error,0.882942914962769
CNN,26,5,mean_absolute_error,0.615518689155579
CNN,26,6,mean_absolute_error,0.54021829366684
CNN,26,7,mean_absolute_error,0.67148220539093
CNN,26,8,mean_absolute_error,0.526970982551575
CNN,26,9,mean_absolute_error,0.604841232299805
CNN,26,10,mean_absolute_error,0.5220667719841
CNN,26,11,mean_absolute_error,0.815945029258728
CNN,27,1,mean_absolute_error,1.35106337070465
CNN,27,2,mean_absolute_error,0.581980526447296
CNN,27,3,mean_absolute_error,0.583274722099304
CNN,27,4,mean_absolute_error,0.772412836551666
CNN,27,5,mean_absolute_error,0.571796894073486
CNN,27,6,mean_absolute_error,0.539559304714203
CNN,27,7,mean_absolute_error,0.61755245923996
CNN,27,8,mean_absolute_error,0.546978652477264
CNN,27,9,mean_absolute_error,0.558019101619721
CNN,27,10,mean_absolute_error,0.823320388793945
CNN,27,11,mean_absolute_error,0.537023961544037
CNN,27,12,mean_absolute_error,0.5239577293396
CNN,27,13,mean_absolute_error,0.650569498538971
CNN,27,14,mean_absolute_error,0.529132783412933
CNN,27,15,mean_absolute_error,0.680058360099793
CNN,28,1,mean_absolute_error,0.751738607883453
CNN,28,2,mean_absolute_error,0.54592090845108
CNN,28,3,mean_absolute_error,0.524440050125122
CNN,28,4,mean_absolute_error,0.820664703845978
CNN,28,5,mean_absolute_error,0.578596651554108
CNN,28,6,mean_absolute_error,0.526953220367432
CNN,28,7,mean_absolute_error,0.940651416778564
CNN,28,8,mean_absolute_error,0.542056798934937
CNN,28,9,mean_absolute_error,0.534311830997467
CNN,28,10,mean_absolute_error,0.548016250133514
CNN,28,11,mean_absolute_error,0.592912614345551
CNN,28,12,mean_absolute_error,0.565035700798035
CNN,29,1,mean_absolute_error,1.66230809688568
CNN,29,2,mean_absolute_error,0.68797093629837
CNN,29,3,mean_absolute_error,0.684789776802063
CNN,29,4,mean_absolute_error,0.592392265796661
CNN,29,5,mean_absolute_error,0.543060958385468
CNN,29,6,mean_absolute_error,0.616958618164063
CNN,29,7,mean_absolute_error,0.542744576931
CNN,29,8,mean_absolute_error,0.580102384090424
CNN,29,9,mean_absolute_error,0.581006288528442
CNN,29,10,mean_absolute_error,0.533051431179047
CNN,29,11,mean_absolute_error,0.917706668376923
CNN,29,12,mean_absolute_error,0.559729933738709
CNN,29,13,mean_absolute_error,0.531073749065399
CNN,29,14,mean_absolute_error,0.538712024688721
CNN,29,15,mean_absolute_error,0.586948812007904
CNN,29,16,mean_absolute_error,0.54792457818985
CNN,30,1,mean_absolute_error,0.986046969890594
CNN,30,2,mean_absolute_error,0.575197994709015
CNN,30,3,mean_absolute_error,0.582232534885407
CNN,30,4,mean_absolute_error,0.605237245559692
CNN,30,5,mean_absolute_error,0.550544261932373
CNN,30,6,mean_absolute_error,0.608367145061493
CNN,30,7,mean_absolute_error,0.556548953056335
CNN,30,8,mean_absolute_error,0.590017914772034
CNN,30,9,mean_absolute_error,0.967321276664734
CNN,30,10,mean_absolute_error,0.564831614494324
CNN,30,11,mean_absolute_error,0.545091152191162
CNN,30,12,mean_absolute_error,0.544297277927399
CNN,30,13,mean_absolute_error,0.624641418457031
CNN,30,14,mean_absolute_error,0.523509383201599
CNN,31,1,mean_absolute_error,1.11505198478699
CNN,31,2,mean_absolute_error,0.581352353096008
CNN,31,3,mean_absolute_error,0.580323219299316
CNN,31,4,mean_absolute_error,0.616744756698608
CNN,31,5,mean_absolute_error,0.537319004535675
CNN,31,6,mean_absolute_error,0.645410776138306
CNN,31,7,mean_absolute_error,0.546472907066345
CNN,31,8,mean_absolute_error,0.628120183944702
CNN,31,9,mean_absolute_error,0.531089007854462
CNN,31,10,mean_absolute_error,1.08596193790436
CNN,31,11,mean_absolute_error,0.587862849235535
CNN,31,12,mean_absolute_error,0.541614711284638
CNN,31,13,mean_absolute_error,0.555199921131134
CNN,31,14,mean_absolute_error,0.729098677635193
CNN,32,1,mean_absolute_error,0.993265330791473
CNN,32,2,mean_absolute_error,0.586929857730866
CNN,32,3,mean_absolute_error,0.550612032413483
CNN,32,4,mean_absolute_error,0.614104092121124
CNN,32,5,mean_absolute_error,0.547833800315857
CNN,32,6,mean_absolute_error,0.744387686252594
CNN,32,7,mean_absolute_error,0.573694884777069
CNN,32,8,mean_absolute_error,0.544322371482849
CNN,32,9,mean_absolute_error,0.952442586421967
CNN,32,10,mean_absolute_error,0.586920380592346
CNN,32,11,mean_absolute_error,0.531485736370087
CNN,32,12,mean_absolute_error,0.536337554454804
CNN,32,13,mean_absolute_error,0.603379666805267
CNN,32,14,mean_absolute_error,0.53587806224823
CNN,33,1,mean_absolute_error,1.16187262535095
CNN,33,2,mean_absolute_error,0.587302327156067
CNN,33,3,mean_absolute_error,0.604449987411499
CNN,33,4,mean_absolute_error,0.539537370204926
CNN,33,5,mean_absolute_error,0.677230834960938
CNN,33,6,mean_absolute_error,0.526260614395142
CNN,33,7,mean_absolute_error,0.58308732509613
CNN,33,8,mean_absolute_error,0.558624863624573
CNN,33,9,mean_absolute_error,0.566653549671173
CNN,33,10,mean_absolute_error,0.923406839370728
CNN,33,11,mean_absolute_error,0.578860759735107
CNN,33,12,mean_absolute_error,0.535962522029877
CNN,33,13,mean_absolute_error,0.590831339359283
CNN,33,14,mean_absolute_error,0.551692306995392
CNN,33,15,mean_absolute_error,0.914557456970215
CNN,34,1,mean_absolute_error,1.45650184154511
CNN,34,2,mean_absolute_error,0.664243042469025
CNN,34,3,mean_absolute_error,0.589595854282379
CNN,34,4,mean_absolute_error,0.568043828010559
CNN,34,5,mean_absolute_error,0.674621820449829
CNN,34,6,mean_absolute_error,0.552490949630737
CNN,34,7,mean_absolute_error,0.577871143817902
CNN,34,8,mean_absolute_error,0.603191137313843
CNN,34,9,mean_absolute_error,0.525594174861908
CNN,34,10,mean_absolute_error,1.15418934822083
CNN,34,11,mean_absolute_error,0.595261514186859
CNN,34,12,mean_absolute_error,0.546764373779297
CNN,34,13,mean_absolute_error,0.554007172584534
CNN,34,14,mean_absolute_error,0.637479305267334
CNN,34,15,mean_absolute_error,0.526884734630585
CNN,35,1,mean_absolute_error,1.43183887004852
CNN,35,2,mean_absolute_error,0.677693486213684
CNN,35,3,mean_absolute_error,0.596284568309784
CNN,35,4,mean_absolute_error,0.565167009830475
CNN,35,5,mean_absolute_error,0.803196609020233
CNN,35,6,mean_absolute_error,0.567434251308441
CNN,35,7,mean_absolute_error,0.546446144580841
CNN,35,8,mean_absolute_error,0.751167356967926
CNN,35,9,mean_absolute_error,0.560090720653534
CNN,35,10,mean_absolute_error,0.576715350151062
CNN,35,11,mean_absolute_error,0.561962127685547
CNN,35,12,mean_absolute_error,0.605366706848145
CNN,35,13,mean_absolute_error,0.563343644142151
CNN,36,1,mean_absolute_error,1.02699398994446
CNN,36,2,mean_absolute_error,0.551935315132141
CNN,36,3,mean_absolute_error,0.708857774734497
CNN,36,4,mean_absolute_error,0.539998114109039
CNN,36,5,mean_absolute_error,0.54851245880127
CNN,36,6,mean_absolute_error,0.707919061183929
CNN,36,7,mean_absolute_error,0.53291517496109
CNN,36,8,mean_absolute_error,0.590178430080414
CNN,36,9,mean_absolute_error,0.851761043071747
CNN,36,10,mean_absolute_error,0.769829392433167
CNN,36,11,mean_absolute_error,0.5407994389534
CNN,36,12,mean_absolute_error,0.648027062416077
CNN,36,13,mean_absolute_error,0.529419720172882
CNN,37,1,mean_absolute_error,1.19065058231354
CNN,37,2,mean_absolute_error,0.593868970870972
CNN,37,3,mean_absolute_error,0.606527984142304
CNN,37,4,mean_absolute_error,0.542764127254486
CNN,37,5,mean_absolute_error,1.1761679649353
CNN,37,6,mean_absolute_error,0.671028077602387
CNN,37,7,mean_absolute_error,0.576368808746338
CNN,37,8,mean_absolute_error,0.633375942707062
CNN,37,9,mean_absolute_error,0.631377995014191
CNN,37,10,mean_absolute_error,0.553950965404511
CNN,37,11,mean_absolute_error,0.624738454818726
CNN,37,12,mean_absolute_error,0.561951756477356
CNN,37,13,mean_absolute_error,0.548820436000824
CNN,38,1,mean_absolute_error,0.861923098564148
CNN,38,2,mean_absolute_error,0.555777072906494
CNN,38,3,mean_absolute_error,0.533244490623474
CNN,38,4,mean_absolute_error,1.18430233001709
CNN,38,5,mean_absolute_error,0.618216693401337
CNN,38,6,mean_absolute_error,0.544009625911713
CNN,38,7,mean_absolute_error,0.611435115337372
CNN,38,8,mean_absolute_error,0.557791769504547
CNN,38,9,mean_absolute_error,0.992384672164917
CNN,38,10,mean_absolute_error,0.665607929229736
CNN,38,11,mean_absolute_error,0.544020056724548
CNN,38,12,mean_absolute_error,0.575010776519775
LSTM,18,1,mean_absolute_error,0.506430983543396
LSTM,18,2,mean_absolute_error,0.507404565811157
LSTM,18,3,mean_absolute_error,0.508382081985474
LSTM,18,4,mean_absolute_error,0.509300589561462
LSTM,18,5,mean_absolute_error,0.510048985481262
LSTM,18,6,mean_absolute_error,0.510697603225708
LSTM,18,7,mean_absolute_error,0.511516094207764
LSTM,18,8,mean_absolute_error,0.512559175491333
LSTM,18,9,mean_absolute_error,0.513152360916138
LSTM,18,10,mean_absolute_error,0.513482630252838
LSTM,19,1,mean_absolute_error,0.506651699542999
LSTM,19,2,mean_absolute_error,0.507400572299957
LSTM,19,3,mean_absolute_error,0.508158981800079
LSTM,19,4,mean_absolute_error,0.508908748626709
LSTM,19,5,mean_absolute_error,0.509681761264801
LSTM,19,6,mean_absolute_error,0.510150492191315
LSTM,19,7,mean_absolute_error,0.51053512096405
LSTM,19,8,mean_absolute_error,0.511323928833008
LSTM,19,9,mean_absolute_error,0.512001276016235
LSTM,19,10,mean_absolute_error,0.512198984622955
LSTM,19,11,mean_absolute_error,0.512521624565125
LSTM,20,1,mean_absolute_error,0.506458520889282
LSTM,20,2,mean_absolute_error,0.507701098918915
LSTM,20,3,mean_absolute_error,0.508655190467835
LSTM,20,4,mean_absolute_error,0.509328126907349
LSTM,20,5,mean_absolute_error,0.510088860988617
LSTM,20,6,mean_absolute_error,0.510924398899078
LSTM,20,7,mean_absolute_error,0.511678755283356
LSTM,20,8,mean_absolute_error,0.512506544589996
LSTM,20,9,mean_absolute_error,0.513278841972351
LSTM,20,10,mean_absolute_error,0.513951003551483
LSTM,21,1,mean_absolute_error,0.506614565849304
LSTM,21,2,mean_absolute_error,0.507604122161865
LSTM,21,3,mean_absolute_error,0.508430898189545
LSTM,21,4,mean_absolute_error,0.509056270122528
LSTM,21,5,mean_absolute_error,0.509729564189911
LSTM,21,6,mean_absolute_error,0.510394632816315
LSTM,21,7,mean_absolute_error,0.511108100414276
LSTM,21,8,mean_absolute_error,0.511523962020874
LSTM,21,9,mean_absolute_error,0.512030899524689
LSTM,21,10,mean_absolute_error,0.512165069580078
LSTM,21,11,mean_absolute_error,0.512371301651001
LSTM,22,1,mean_absolute_error,0.506584823131561
LSTM,22,2,mean_absolute_error,0.507559359073639
LSTM,22,3,mean_absolute_error,0.508364140987396
LSTM,22,4,mean_absolute_error,0.509226381778717
LSTM,22,5,mean_absolute_error,0.510050475597382
LSTM,22,6,mean_absolute_error,0.510767221450806
LSTM,22,7,mean_absolute_error,0.511330664157867
LSTM,22,8,mean_absolute_error,0.511608421802521
LSTM,22,9,mean_absolute_error,0.511818468570709
LSTM,22,10,mean_absolute_error,0.511901199817658
LSTM,23,1,mean_absolute_error,0.506506562232971
LSTM,23,2,mean_absolute_error,0.507378280162811
LSTM,23,3,mean_absolute_error,0.508504450321198
LSTM,23,4,mean_absolute_error,0.509440302848816
LSTM,23,5,mean_absolute_error,0.510444164276123
LSTM,23,6,mean_absolute_error,0.511328279972076
LSTM,23,7,mean_absolute_error,0.511860966682434
LSTM,23,8,mean_absolute_error,0.512329161167145
LSTM,23,9,mean_absolute_error,0.512745141983032
LSTM,23,10,mean_absolute_error,0.513395130634308
LSTM,23,11,mean_absolute_error,0.513745725154877
LSTM,24,1,mean_absolute_error,0.506560504436493
LSTM,24,2,mean_absolute_error,0.5074542760849
LSTM,24,3,mean_absolute_error,0.508695900440216
LSTM,24,4,mean_absolute_error,0.509354054927826
LSTM,24,5,mean_absolute_error,0.510333955287933
LSTM,24,6,mean_absolute_error,0.511194705963135
LSTM,24,7,mean_absolute_error,0.511890590190888
LSTM,24,8,mean_absolute_error,0.512597799301148
LSTM,24,9,mean_absolute_error,0.513051211833954
LSTM,24,10,mean_absolute_error,0.513374626636505
LSTM,24,11,mean_absolute_error,0.513684451580048
LSTM,25,1,mean_absolute_error,0.506703197956085
LSTM,25,2,mean_absolute_error,0.507663488388062
LSTM,25,3,mean_absolute_error,0.508385002613068
LSTM,25,4,mean_absolute_error,0.509234249591827
LSTM,25,5,mean_absolute_error,0.51013195514679
LSTM,25,6,mean_absolute_error,0.510604441165924
LSTM,25,7,mean_absolute_error,0.511510133743286
LSTM,25,8,mean_absolute_error,0.512531816959381
LSTM,25,9,mean_absolute_error,0.5131516456604
LSTM,25,10,mean_absolute_error,0.513637483119965
LSTM,25,11,mean_absolute_error,0.514120101928711
LSTM,26,1,mean_absolute_error,0.506596565246582
LSTM,26,2,mean_absolute_error,0.507797002792358
LSTM,26,3,mean_absolute_error,0.508624017238617
LSTM,26,4,mean_absolute_error,0.509276986122131
LSTM,26,5,mean_absolute_error,0.509982466697693
LSTM,26,6,mean_absolute_error,0.510647118091583
LSTM,26,7,mean_absolute_error,0.511116623878479
LSTM,26,8,mean_absolute_error,0.511779844760895
LSTM,26,9,mean_absolute_error,0.512235283851624
LSTM,26,10,mean_absolute_error,0.5126993060112
LSTM,27,1,mean_absolute_error,0.506603181362152
LSTM,27,2,mean_absolute_error,0.507620632648468
LSTM,27,3,mean_absolute_error,0.508137285709381
LSTM,27,4,mean_absolute_error,0.508665382862091
LSTM,27,5,mean_absolute_error,0.509336471557617
LSTM,27,6,mean_absolute_error,0.509981691837311
LSTM,27,7,mean_absolute_error,0.510595440864563
LSTM,27,8,mean_absolute_error,0.51153975725174
LSTM,27,9,mean_absolute_error,0.512114703655243
LSTM,27,10,mean_absolute_error,0.512981832027435
LSTM,28,1,mean_absolute_error,0.506729006767273
LSTM,28,2,mean_absolute_error,0.507496297359467
LSTM,28,3,mean_absolute_error,0.508350789546967
LSTM,28,4,mean_absolute_error,0.509093284606934
LSTM,28,5,mean_absolute_error,0.509886085987091
LSTM,28,6,mean_absolute_error,0.510497450828552
LSTM,28,7,mean_absolute_error,0.511134028434753
LSTM,28,8,mean_absolute_error,0.511963486671448
LSTM,28,9,mean_absolute_error,0.512257933616638
LSTM,28,10,mean_absolute_error,0.512892425060272
LSTM,28,11,mean_absolute_error,0.513608992099762
LSTM,29,1,mean_absolute_error,0.506671249866486
LSTM,29,2,mean_absolute_error,0.507595777511597
LSTM,29,3,mean_absolute_error,0.508415937423706
LSTM,29,4,mean_absolute_error,0.509131371974945
LSTM,29,5,mean_absolute_error,0.509767115116119
LSTM,29,6,mean_absolute_error,0.510640919208527
LSTM,29,7,mean_absolute_error,0.51137638092041
LSTM,29,8,mean_absolute_error,0.512189507484436
LSTM,29,9,mean_absolute_error,0.51280689239502
LSTM,29,10,mean_absolute_error,0.512944519519806
LSTM,29,11,mean_absolute_error,0.513392686843872
LSTM,30,1,mean_absolute_error,0.506720006465912
LSTM,30,2,mean_absolute_error,0.507633209228516
LSTM,30,3,mean_absolute_error,0.508363425731659
LSTM,30,4,mean_absolute_error,0.509076416492462
LSTM,30,5,mean_absolute_error,0.509700655937195
LSTM,30,6,mean_absolute_error,0.510174632072449
LSTM,30,7,mean_absolute_error,0.510773122310638
LSTM,30,8,mean_absolute_error,0.511470913887024
LSTM,30,9,mean_absolute_error,0.512048184871674
LSTM,30,10,mean_absolute_error,0.512592315673828
LSTM,30,11,mean_absolute_error,0.513408839702606
LSTM,31,1,mean_absolute_error,0.506712555885315
LSTM,31,2,mean_absolute_error,0.507542014122009
LSTM,31,3,mean_absolute_error,0.50832599401474
LSTM,31,4,mean_absolute_error,0.509049236774445
LSTM,31,5,mean_absolute_error,0.509987354278565
LSTM,31,6,mean_absolute_error,0.510698914527893
LSTM,31,7,mean_absolute_error,0.511357069015503
LSTM,31,8,mean_absolute_error,0.511596739292145
LSTM,31,9,mean_absolute_error,0.512425661087036
LSTM,31,10,mean_absolute_error,0.51278829574585
LSTM,31,11,mean_absolute_error,0.513262748718262
LSTM,32,1,mean_absolute_error,0.50665146112442
LSTM,32,2,mean_absolute_error,0.507440567016602
LSTM,32,3,mean_absolute_error,0.508501946926117
LSTM,32,4,mean_absolute_error,0.509092628955841
LSTM,32,5,mean_absolute_error,0.509800434112549
LSTM,32,6,mean_absolute_error,0.510574162006378
LSTM,32,7,mean_absolute_error,0.511120498180389
LSTM,32,8,mean_absolute_error,0.511940598487854
LSTM,32,9,mean_absolute_error,0.51255077123642
LSTM,32,10,mean_absolute_error,0.513033926486969
LSTM,33,1,mean_absolute_error,0.506313502788544
LSTM,33,2,mean_absolute_error,0.507611513137817
LSTM,33,3,mean_absolute_error,0.508048892021179
LSTM,33,4,mean_absolute_error,0.508982360363007
LSTM,33,5,mean_absolute_error,0.509618401527405
LSTM,33,6,mean_absolute_error,0.509993135929108
LSTM,33,7,mean_absolute_error,0.510569036006928
LSTM,33,8,mean_absolute_error,0.51086550951004
LSTM,33,9,mean_absolute_error,0.511496484279633
LSTM,33,10,mean_absolute_error,0.512394547462463
LSTM,33,11,mean_absolute_error,0.512786328792572
LSTM,34,1,mean_absolute_error,0.506629109382629
LSTM,34,2,mean_absolute_error,0.507593154907227
LSTM,34,3,mean_absolute_error,0.508358657360077
LSTM,34,4,mean_absolute_error,0.509008228778839
LSTM,34,5,mean_absolute_error,0.509515821933746
LSTM,34,6,mean_absolute_error,0.510287821292877
LSTM,34,7,mean_absolute_error,0.510995984077454
LSTM,34,8,mean_absolute_error,0.511685192584992
LSTM,34,9,mean_absolute_error,0.512230098247528
LSTM,34,10,mean_absolute_error,0.512793600559235
LSTM,35,1,mean_absolute_error,0.506828844547272
LSTM,35,2,mean_absolute_error,0.507659792900085
LSTM,35,3,mean_absolute_error,0.508105397224426
LSTM,35,4,mean_absolute_error,0.508939683437347
LSTM,35,5,mean_absolute_error,0.509703397750855
LSTM,35,6,mean_absolute_error,0.509992897510529
LSTM,35,7,mean_absolute_error,0.510757863521576
LSTM,35,8,mean_absolute_error,0.511719703674316
LSTM,35,9,mean_absolute_error,0.512145638465881
LSTM,35,10,mean_absolute_error,0.512527644634247
LSTM,35,11,mean_absolute_error,0.513149440288544
LSTM,36,1,mean_absolute_error,0.506857097148895
LSTM,36,2,mean_absolute_error,0.507634997367859
LSTM,36,3,mean_absolute_error,0.508390545845032
LSTM,36,4,mean_absolute_error,0.508948385715485
LSTM,36,5,mean_absolute_error,0.509456872940064
LSTM,36,6,mean_absolute_error,0.510231018066406
LSTM,36,7,mean_absolute_error,0.510788142681122
LSTM,36,8,mean_absolute_error,0.511303544044495
LSTM,36,9,mean_absolute_error,0.511790812015533
LSTM,36,10,mean_absolute_error,0.511769652366638
LSTM,37,1,mean_absolute_error,0.506810426712036
LSTM,37,2,mean_absolute_error,0.507689774036408
LSTM,37,3,mean_absolute_error,0.50830751657486
LSTM,37,4,mean_absolute_error,0.509390592575073
LSTM,37,5,mean_absolute_error,0.510458469390869
LSTM,37,6,mean_absolute_error,0.510933101177216
LSTM,37,7,mean_absolute_error,0.511756300926209
LSTM,37,8,mean_absolute_error,0.512502133846283
LSTM,37,9,mean_absolute_error,0.513129949569702
LSTM,37,10,mean_absolute_error,0.513570249080658
LSTM,37,11,mean_absolute_error,0.51333624124527
LSTM,37,12,mean_absolute_error,0.514002323150635
LSTM,38,1,mean_absolute_error,0.506695151329041
LSTM,38,2,mean_absolute_error,0.507673263549805
LSTM,38,3,mean_absolute_error,0.508499145507813
LSTM,38,4,mean_absolute_error,0.509151875972748
LSTM,38,5,mean_absolute_error,0.509681820869446
LSTM,38,6,mean_absolute_error,0.510078370571137
LSTM,38,7,mean_absolute_error,0.510471880435944
LSTM,38,8,mean_absolute_error,0.511061429977417
LSTM,38,9,mean_absolute_error,0.511547327041626
LSTM,38,10,mean_absolute_error,0.512349009513855
LSTM,38,11,mean_absolute_error,0.512976229190826
CNN,18,1,val_loss,0.567085087299347
CNN,18,2,val_loss,0.556782841682434
CNN,18,3,val_loss,0.589059472084045
CNN,18,4,val_loss,0.545083343982697
CNN,18,5,val_loss,0.533088386058807
CNN,18,6,val_loss,0.527068078517914
CNN,18,7,val_loss,0.612316608428955
CNN,18,8,val_loss,0.543249845504761
CNN,18,9,val_loss,0.533144474029541
CNN,18,10,val_loss,0.532916963100433
CNN,18,11,val_loss,0.550338983535767
CNN,18,12,val_loss,0.536463260650635
CNN,18,13,val_loss,1.08441603183746
CNN,18,14,val_loss,0.554372191429138
CNN,18,15,val_loss,0.545275270938873
CNN,19,1,val_loss,0.556815087795258
CNN,19,2,val_loss,0.535411834716797
CNN,19,3,val_loss,0.552738726139069
CNN,19,4,val_loss,0.536937415599823
CNN,19,5,val_loss,1.44504928588867
CNN,19,6,val_loss,0.540110349655151
CNN,19,7,val_loss,0.53729784488678
CNN,19,8,val_loss,0.528894305229187
CNN,19,9,val_loss,0.554339945316315
CNN,19,10,val_loss,0.532869756221771
CNN,19,11,val_loss,0.575985193252564
CNN,19,12,val_loss,0.537669599056244
CNN,19,13,val_loss,0.572526812553406
CNN,19,14,val_loss,0.538728058338165
CNN,19,15,val_loss,0.569253981113434
CNN,19,16,val_loss,0.541497230529785
CNN,19,17,val_loss,0.545416712760925
CNN,20,1,val_loss,0.569228053092957
CNN,20,2,val_loss,0.534713268280029
CNN,20,3,val_loss,0.53361976146698
CNN,20,4,val_loss,0.53258204460144
CNN,20,5,val_loss,0.528504610061646
CNN,20,6,val_loss,0.537729263305664
CNN,20,7,val_loss,0.556288421154022
CNN,20,8,val_loss,0.539067149162293
CNN,20,9,val_loss,0.768790602684021
CNN,20,10,val_loss,0.541982650756836
CNN,20,11,val_loss,0.5404292345047
CNN,20,12,val_loss,0.540119767189026
CNN,20,13,val_loss,0.546589016914368
CNN,20,14,val_loss,0.539084136486054
CNN,21,1,val_loss,0.54537957906723
CNN,21,2,val_loss,0.535693347454071
CNN,21,3,val_loss,0.529823839664459
CNN,21,4,val_loss,0.537111282348633
CNN,21,5,val_loss,0.524848341941834
CNN,21,6,val_loss,0.573141515254974
CNN,21,7,val_loss,0.534680664539337
CNN,21,8,val_loss,0.555262923240662
CNN,21,9,val_loss,0.535687506198883
CNN,21,10,val_loss,0.85767674446106
CNN,21,11,val_loss,0.544636964797974
CNN,21,12,val_loss,0.5388503074646
CNN,21,13,val_loss,0.565161466598511
