method,history,epoch,Metric,Estimate
CNN,21,14,val_loss,0.543384552001953
CNN,22,1,val_loss,0.592919528484345
CNN,22,2,val_loss,0.543407320976257
CNN,22,3,val_loss,0.572906494140625
CNN,22,4,val_loss,0.533429443836212
CNN,22,5,val_loss,0.528850197792053
CNN,22,6,val_loss,0.587554574012756
CNN,22,7,val_loss,0.536566078662872
CNN,22,8,val_loss,0.54403030872345
CNN,22,9,val_loss,0.540899455547333
CNN,22,10,val_loss,0.548309624195099
CNN,22,11,val_loss,0.537293612957001
CNN,22,12,val_loss,0.550935924053192
CNN,22,13,val_loss,0.539949715137482
CNN,22,14,val_loss,0.553705632686615
CNN,23,1,val_loss,0.545814275741577
CNN,23,2,val_loss,0.534360766410828
CNN,23,3,val_loss,0.5292609333992
CNN,23,4,val_loss,0.528093993663788
CNN,23,5,val_loss,0.544215440750122
CNN,23,6,val_loss,0.534042358398438
CNN,23,7,val_loss,0.54284930229187
CNN,23,8,val_loss,0.531614720821381
CNN,23,9,val_loss,2.13469004631042
CNN,23,10,val_loss,1.10840046405792
CNN,23,11,val_loss,0.553725838661194
CNN,23,12,val_loss,0.548196256160736
CNN,23,13,val_loss,0.538856685161591
CNN,24,1,val_loss,0.561558127403259
CNN,24,2,val_loss,0.530888676643372
CNN,24,3,val_loss,0.534883379936218
CNN,24,4,val_loss,0.531381249427795
CNN,24,5,val_loss,0.653473377227783
CNN,24,6,val_loss,0.555431842803955
CNN,24,7,val_loss,0.531640231609345
CNN,24,8,val_loss,0.594633460044861
CNN,24,9,val_loss,0.536045551300049
CNN,24,10,val_loss,0.583459675312042
CNN,24,11,val_loss,0.536932826042175
CNN,25,1,val_loss,0.538473606109619
CNN,25,2,val_loss,0.527726769447327
CNN,25,3,val_loss,0.539158880710602
CNN,25,4,val_loss,0.532594442367554
CNN,25,5,val_loss,0.526189565658569
CNN,25,6,val_loss,0.543558895587921
CNN,25,7,val_loss,0.529355704784393
CNN,25,8,val_loss,0.612626612186432
CNN,25,9,val_loss,0.552867889404297
CNN,25,10,val_loss,0.541380643844605
CNN,25,11,val_loss,0.539833903312683
CNN,25,12,val_loss,0.55926775932312
CNN,25,13,val_loss,0.629126965999603
CNN,25,14,val_loss,0.552528202533722
CNN,26,1,val_loss,0.547436118125916
CNN,26,2,val_loss,0.526908993721008
CNN,26,3,val_loss,0.528341054916382
CNN,26,4,val_loss,6.57790327072144
CNN,26,5,val_loss,0.559687614440918
CNN,26,6,val_loss,0.564190328121185
CNN,26,7,val_loss,0.578399062156677
CNN,26,8,val_loss,0.531539857387543
CNN,26,9,val_loss,0.553375363349915
CNN,26,10,val_loss,0.533445477485657
CNN,26,11,val_loss,0.672339618206024
CNN,27,1,val_loss,0.628749132156372
CNN,27,2,val_loss,0.551872551441193
CNN,27,3,val_loss,0.561597466468811
CNN,27,4,val_loss,0.882682740688324
CNN,27,5,val_loss,0.54111784696579
CNN,27,6,val_loss,0.531878769397736
CNN,27,7,val_loss,0.547684133052826
CNN,27,8,val_loss,0.552198648452759
CNN,27,9,val_loss,0.542665362358093
CNN,27,10,val_loss,0.825812697410584
CNN,27,11,val_loss,0.560632050037384
CNN,27,12,val_loss,0.542776823043823
CNN,27,13,val_loss,0.682753205299377
CNN,27,14,val_loss,0.547090232372284
CNN,27,15,val_loss,0.595875859260559
CNN,28,1,val_loss,0.547761857509613
CNN,28,2,val_loss,0.530488431453705
CNN,28,3,val_loss,0.528018236160278
CNN,28,4,val_loss,0.903752863407135
CNN,28,5,val_loss,0.562344670295715
CNN,28,6,val_loss,0.532931268215179
CNN,28,7,val_loss,0.625930905342102
CNN,28,8,val_loss,0.551839053630829
CNN,28,9,val_loss,0.541535317897797
CNN,28,10,val_loss,0.546955585479736
CNN,28,11,val_loss,0.562341392040253
CNN,28,12,val_loss,0.563825368881226
CNN,29,1,val_loss,0.819058358669281
CNN,29,2,val_loss,0.574902594089508
CNN,29,3,val_loss,0.65290367603302
CNN,29,4,val_loss,0.569658219814301
CNN,29,5,val_loss,0.548592567443848
CNN,29,6,val_loss,0.796814441680908
CNN,29,7,val_loss,0.535305261611939
CNN,29,8,val_loss,0.543238520622253
CNN,29,9,val_loss,0.542948722839356
CNN,29,10,val_loss,0.552481651306152
CNN,29,11,val_loss,0.798016905784607
CNN,29,12,val_loss,0.561656773090363
CNN,29,13,val_loss,0.548809707164764
CNN,29,14,val_loss,0.547948241233826
CNN,29,15,val_loss,0.581587612628937
CNN,29,16,val_loss,0.55864429473877
CNN,30,1,val_loss,0.60280054807663
CNN,30,2,val_loss,0.547357499599457
CNN,30,3,val_loss,0.534619450569153
CNN,30,4,val_loss,0.533836424350739
CNN,30,5,val_loss,0.531965911388397
CNN,30,6,val_loss,0.649687111377716
CNN,30,7,val_loss,0.539859771728516
CNN,30,8,val_loss,0.555255651473999
CNN,30,9,val_loss,1.04303348064423
CNN,30,10,val_loss,0.571901798248291
CNN,30,11,val_loss,0.550723135471344
CNN,30,12,val_loss,0.551780581474304
CNN,30,13,val_loss,0.597952902317047
CNN,30,14,val_loss,0.547269821166992
CNN,31,1,val_loss,0.590031862258911
CNN,31,2,val_loss,0.550336956977844
CNN,31,3,val_loss,0.552872955799103
CNN,31,4,val_loss,1.57384705543518
CNN,31,5,val_loss,0.530095934867859
CNN,31,6,val_loss,0.730721294879913
CNN,31,7,val_loss,0.539056241512299
CNN,31,8,val_loss,0.596583008766174
CNN,31,9,val_loss,0.535574495792389
CNN,31,10,val_loss,3.72939085960388
CNN,31,11,val_loss,0.787081301212311
CNN,31,12,val_loss,0.563129484653473
CNN,31,13,val_loss,0.555585622787476
CNN,31,14,val_loss,0.674067974090576
CNN,32,1,val_loss,0.630819201469421
CNN,32,2,val_loss,0.542619407176971
CNN,32,3,val_loss,0.530314087867737
CNN,32,4,val_loss,0.575588881969452
CNN,32,5,val_loss,0.529804468154907
CNN,32,6,val_loss,3.31764698028564
CNN,32,7,val_loss,0.563061237335205
CNN,32,8,val_loss,0.531189680099487
CNN,32,9,val_loss,3.27157855033875
CNN,32,10,val_loss,0.561743021011353
CNN,32,11,val_loss,0.551857948303223
CNN,32,12,val_loss,0.54952746629715
CNN,32,13,val_loss,0.556977033615112
CNN,32,14,val_loss,0.546324253082275
CNN,33,1,val_loss,0.62367844581604
CNN,33,2,val_loss,0.554856777191162
CNN,33,3,val_loss,0.546235263347626
CNN,33,4,val_loss,0.536925613880158
CNN,33,5,val_loss,0.572304308414459
CNN,33,6,val_loss,0.531293630599976
CNN,33,7,val_loss,0.542769610881805
CNN,33,8,val_loss,0.54414027929306
CNN,33,9,val_loss,0.553531527519226
CNN,33,10,val_loss,1.10804319381714
CNN,33,11,val_loss,0.583874821662903
CNN,33,12,val_loss,0.550359964370728
CNN,33,13,val_loss,0.571881830692291
CNN,33,14,val_loss,0.574844300746918
CNN,33,15,val_loss,1.06993412971497
CNN,34,1,val_loss,0.642767071723938
CNN,34,2,val_loss,0.563742101192474
CNN,34,3,val_loss,0.547279953956604
CNN,34,4,val_loss,0.540686428546906
CNN,34,5,val_loss,0.869660019874573
CNN,34,6,val_loss,0.534598827362061
CNN,34,7,val_loss,0.54340785741806
CNN,34,8,val_loss,0.57171505689621
CNN,34,9,val_loss,0.536005973815918
CNN,34,10,val_loss,1.22291362285614
CNN,34,11,val_loss,0.644499003887177
CNN,34,12,val_loss,0.558277785778046
CNN,34,13,val_loss,0.552254557609558
CNN,34,14,val_loss,0.58568412065506
CNN,34,15,val_loss,0.555572628974915
CNN,35,1,val_loss,0.773270726203919
CNN,35,2,val_loss,0.633581280708313
CNN,35,3,val_loss,0.543608963489533
CNN,35,4,val_loss,0.531130015850067
CNN,35,5,val_loss,0.973283171653748
CNN,35,6,val_loss,0.542397499084473
CNN,35,7,val_loss,0.540895819664002
CNN,35,8,val_loss,1.1627391576767
CNN,35,9,val_loss,0.551628589630127
CNN,35,10,val_loss,0.553846418857575
CNN,35,11,val_loss,0.549092888832092
CNN,35,12,val_loss,0.610557436943054
CNN,35,13,val_loss,0.54674619436264
CNN,36,1,val_loss,0.600665330886841
CNN,36,2,val_loss,0.538261234760284
CNN,36,3,val_loss,0.565142452716827
CNN,36,4,val_loss,0.53726053237915
CNN,36,5,val_loss,0.537762820720673
CNN,36,6,val_loss,0.593381464481354
CNN,36,7,val_loss,0.539979577064514
CNN,36,8,val_loss,0.54580557346344
CNN,36,9,val_loss,27.8755950927734
CNN,36,10,val_loss,0.608485996723175
CNN,36,11,val_loss,0.543209433555603
CNN,36,12,val_loss,0.683770775794983
CNN,36,13,val_loss,0.543522953987122
CNN,37,1,val_loss,0.627510786056519
CNN,37,2,val_loss,0.576349377632141
CNN,37,3,val_loss,0.54884284734726
CNN,37,4,val_loss,0.53724205493927
CNN,37,5,val_loss,3.33585143089294
CNN,37,6,val_loss,0.589890778064728
CNN,37,7,val_loss,1.85203766822815
CNN,37,8,val_loss,0.567667841911316
CNN,37,9,val_loss,0.672027051448822
CNN,37,10,val_loss,0.545691251754761
CNN,37,11,val_loss,0.595618307590485
CNN,37,12,val_loss,0.55806839466095
CNN,37,13,val_loss,0.545150220394135
CNN,38,1,val_loss,0.562347829341888
CNN,38,2,val_loss,0.536443889141083
CNN,38,3,val_loss,0.528929769992828
CNN,38,4,val_loss,1.47955060005188
CNN,38,5,val_loss,0.631100356578827
CNN,38,6,val_loss,0.561649918556213
CNN,38,7,val_loss,0.92605859041214
CNN,38,8,val_loss,0.547017693519592
CNN,38,9,val_loss,13.6300277709961
CNN,38,10,val_loss,0.639454126358032
CNN,38,11,val_loss,0.556049883365631
CNN,38,12,val_loss,0.558140635490418
LSTM,18,1,val_loss,0.517928183078766
LSTM,18,2,val_loss,0.518029272556305
LSTM,18,3,val_loss,0.518394529819489
LSTM,18,4,val_loss,0.519755125045776
LSTM,18,5,val_loss,0.521557927131653
LSTM,18,6,val_loss,0.523938596248627
LSTM,18,7,val_loss,0.526702880859375
LSTM,18,8,val_loss,0.529548287391663
LSTM,18,9,val_loss,0.532068014144898
LSTM,18,10,val_loss,0.535552024841309
LSTM,19,1,val_loss,0.51816588640213
LSTM,19,2,val_loss,0.517987072467804
LSTM,19,3,val_loss,0.518285632133484
LSTM,19,4,val_loss,0.518728315830231
LSTM,19,5,val_loss,0.519589781761169
LSTM,19,6,val_loss,0.520315229892731
LSTM,19,7,val_loss,0.522054612636566
LSTM,19,8,val_loss,0.523824334144592
LSTM,19,9,val_loss,0.526185870170593
LSTM,19,10,val_loss,0.529104590415955
LSTM,19,11,val_loss,0.532730996608734
LSTM,20,1,val_loss,0.518025934696198
LSTM,20,2,val_loss,0.518137753009796
LSTM,20,3,val_loss,0.518301427364349
LSTM,20,4,val_loss,0.519211828708649
LSTM,20,5,val_loss,0.520025730133057
LSTM,20,6,val_loss,0.521392047405243
LSTM,20,7,val_loss,0.523708820343018
LSTM,20,8,val_loss,0.527068018913269
LSTM,20,9,val_loss,0.530626177787781
LSTM,20,10,val_loss,0.533943712711334
LSTM,21,1,val_loss,0.518033981323242
LSTM,21,2,val_loss,0.517941296100617
LSTM,21,3,val_loss,0.518357574939728
LSTM,21,4,val_loss,0.518937706947327
LSTM,21,5,val_loss,0.519902229309082
LSTM,21,6,val_loss,0.521367430686951
LSTM,21,7,val_loss,0.524016261100769
LSTM,21,8,val_loss,0.52850067615509
LSTM,21,9,val_loss,0.532070696353912
LSTM,21,10,val_loss,0.536676526069641
LSTM,21,11,val_loss,0.542716085910797
LSTM,22,1,val_loss,0.517948806285858
LSTM,22,2,val_loss,0.517982184886932
LSTM,22,3,val_loss,0.518339395523071
LSTM,22,4,val_loss,0.519610047340393
LSTM,22,5,val_loss,0.52082884311676
LSTM,22,6,val_loss,0.523249447345734
LSTM,22,7,val_loss,0.523850202560425
LSTM,22,8,val_loss,0.526242077350617
LSTM,22,9,val_loss,0.529991686344147
LSTM,22,10,val_loss,0.533794105052948
LSTM,23,1,val_loss,0.518153786659241
LSTM,23,2,val_loss,0.518091797828674
LSTM,23,3,val_loss,0.518461167812347
LSTM,23,4,val_loss,0.519680917263031
LSTM,23,5,val_loss,0.521040856838226
LSTM,23,6,val_loss,0.522970855236054
LSTM,23,7,val_loss,0.526419878005981
LSTM,23,8,val_loss,0.530610024929047
LSTM,23,9,val_loss,0.535942673683167
LSTM,23,10,val_loss,0.539345741271973
LSTM,23,11,val_loss,0.543313384056091
LSTM,24,1,val_loss,0.518291532993317
LSTM,24,2,val_loss,0.518205404281616
LSTM,24,3,val_loss,0.51837956905365
LSTM,24,4,val_loss,0.518906652927399
LSTM,24,5,val_loss,0.520141422748566
LSTM,24,6,val_loss,0.522090792655945
LSTM,24,7,val_loss,0.524159252643585
LSTM,24,8,val_loss,0.527745723724365
LSTM,24,9,val_loss,0.531193673610687
LSTM,24,10,val_loss,0.535051226615906
LSTM,24,11,val_loss,0.537361323833466
LSTM,25,1,val_loss,0.518172323703766
LSTM,25,2,val_loss,0.518061101436615
LSTM,25,3,val_loss,0.518335223197937
LSTM,25,4,val_loss,0.519040524959564
LSTM,25,5,val_loss,0.520450949668884
LSTM,25,6,val_loss,0.522161304950714
LSTM,25,7,val_loss,0.52461588382721
LSTM,25,8,val_loss,0.526853680610657
LSTM,25,9,val_loss,0.529632449150085
LSTM,25,10,val_loss,0.533034384250641
LSTM,25,11,val_loss,0.536658883094788
LSTM,26,1,val_loss,0.518279194831848
LSTM,26,2,val_loss,0.51838630437851
LSTM,26,3,val_loss,0.519125819206238
LSTM,26,4,val_loss,0.520512521266937
LSTM,26,5,val_loss,0.522256314754486
LSTM,26,6,val_loss,0.523718655109406
LSTM,26,7,val_loss,0.525648176670075
LSTM,26,8,val_loss,0.528731048107147
LSTM,26,9,val_loss,0.533133387565613
LSTM,26,10,val_loss,0.533792674541473
LSTM,27,1,val_loss,0.518220365047455
LSTM,27,2,val_loss,0.518357396125794
LSTM,27,3,val_loss,0.518420815467835
LSTM,27,4,val_loss,0.519353747367859
LSTM,27,5,val_loss,0.520531356334686
LSTM,27,6,val_loss,0.523133039474487
LSTM,27,7,val_loss,0.524443745613098
LSTM,27,8,val_loss,0.526371598243713
LSTM,27,9,val_loss,0.528661131858826
LSTM,27,10,val_loss,0.531527757644653
LSTM,28,1,val_loss,0.518380880355835
LSTM,28,2,val_loss,0.518319129943848
LSTM,28,3,val_loss,0.518647849559784
LSTM,28,4,val_loss,0.520149946212769
LSTM,28,5,val_loss,0.520847618579865
LSTM,28,6,val_loss,0.522902429103851
LSTM,28,7,val_loss,0.524948537349701
LSTM,28,8,val_loss,0.527237176895142
LSTM,28,9,val_loss,0.530163824558258
LSTM,28,10,val_loss,0.534658849239349
LSTM,28,11,val_loss,0.539428532123566
LSTM,29,1,val_loss,0.518351912498474
LSTM,29,2,val_loss,0.518317639827728
LSTM,29,3,val_loss,0.518585741519928
LSTM,29,4,val_loss,0.519031465053558
LSTM,29,5,val_loss,0.520370662212372
LSTM,29,6,val_loss,0.521994531154633
LSTM,29,7,val_loss,0.524797022342682
LSTM,29,8,val_loss,0.52769261598587
LSTM,29,9,val_loss,0.5291867852211
LSTM,29,10,val_loss,0.53347259759903
LSTM,29,11,val_loss,0.536181449890137
LSTM,30,1,val_loss,0.51848578453064
LSTM,30,2,val_loss,0.517950415611267
LSTM,30,3,val_loss,0.518167316913605
LSTM,30,4,val_loss,0.518640518188477
LSTM,30,5,val_loss,0.519618511199951
LSTM,30,6,val_loss,0.5201256275177
LSTM,30,7,val_loss,0.5217644572258
LSTM,30,8,val_loss,0.523456156253815
LSTM,30,9,val_loss,0.52554315328598
LSTM,30,10,val_loss,0.528031885623932
LSTM,30,11,val_loss,0.530215084552765
LSTM,31,1,val_loss,0.518225431442261
LSTM,31,2,val_loss,0.518187463283539
LSTM,31,3,val_loss,0.518756926059723
LSTM,31,4,val_loss,0.519264400005341
LSTM,31,5,val_loss,0.519489049911499
LSTM,31,6,val_loss,0.52267986536026
LSTM,31,7,val_loss,0.526353359222412
LSTM,31,8,val_loss,0.529253721237183
LSTM,31,9,val_loss,0.532357335090637
LSTM,31,10,val_loss,0.535600125789642
LSTM,31,11,val_loss,0.536175310611725
LSTM,32,1,val_loss,0.518164932727814
LSTM,32,2,val_loss,0.51841938495636
LSTM,32,3,val_loss,0.518684983253479
LSTM,32,4,val_loss,0.519355952739716
LSTM,32,5,val_loss,0.520751595497131
LSTM,32,6,val_loss,0.521867692470551
LSTM,32,7,val_loss,0.52379584312439
LSTM,32,8,val_loss,0.525849282741547
LSTM,32,9,val_loss,0.529499888420105
LSTM,32,10,val_loss,0.532727777957916
LSTM,33,1,val_loss,0.518229126930237
LSTM,33,2,val_loss,0.518206655979157
LSTM,33,3,val_loss,0.51857590675354
LSTM,33,4,val_loss,0.5185626745224
LSTM,33,5,val_loss,0.520194172859192
LSTM,33,6,val_loss,0.521154522895813
LSTM,33,7,val_loss,0.524811804294586
LSTM,33,8,val_loss,0.525658130645752
LSTM,33,9,val_loss,0.532278060913086
LSTM,33,10,val_loss,0.537495195865631
LSTM,33,11,val_loss,0.542701542377472
LSTM,34,1,val_loss,0.518378376960754
LSTM,34,2,val_loss,0.518387019634247
LSTM,34,3,val_loss,0.518441379070282
LSTM,34,4,val_loss,0.520073354244232
LSTM,34,5,val_loss,0.520148515701294
LSTM,34,6,val_loss,0.521585404872894
LSTM,34,7,val_loss,0.523366332054138
LSTM,34,8,val_loss,0.52513998746872
LSTM,34,9,val_loss,0.527716219425201
LSTM,34,10,val_loss,0.530060470104218
LSTM,35,1,val_loss,0.518173575401306
LSTM,35,2,val_loss,0.517942845821381
LSTM,35,3,val_loss,0.5181764960289
LSTM,35,4,val_loss,0.518585562705994
LSTM,35,5,val_loss,0.518937885761261
LSTM,35,6,val_loss,0.519364178180695
LSTM,35,7,val_loss,0.520530939102173
LSTM,35,8,val_loss,0.522800266742706
LSTM,35,9,val_loss,0.525614678859711
LSTM,35,10,val_loss,0.530470609664917
LSTM,35,11,val_loss,0.530649721622467
LSTM,36,1,val_loss,0.518267750740051
LSTM,36,2,val_loss,0.518403232097626
LSTM,36,3,val_loss,0.518772125244141
LSTM,36,4,val_loss,0.519489347934723
LSTM,36,5,val_loss,0.521240770816803
LSTM,36,6,val_loss,0.522791743278503
LSTM,36,7,val_loss,0.525828242301941
LSTM,36,8,val_loss,0.529308557510376
LSTM,36,9,val_loss,0.533852696418762
LSTM,36,10,val_loss,0.536533117294312
LSTM,37,1,val_loss,0.518301248550415
LSTM,37,2,val_loss,0.518319189548492
LSTM,37,3,val_loss,0.518133342266083
LSTM,37,4,val_loss,0.518585383892059
LSTM,37,5,val_loss,0.519509851932526
LSTM,37,6,val_loss,0.521680116653442
LSTM,37,7,val_loss,0.52536815404892
LSTM,37,8,val_loss,0.52671891450882
LSTM,37,9,val_loss,0.529246091842651
LSTM,37,10,val_loss,0.531793534755707
LSTM,37,11,val_loss,0.537149429321289
LSTM,37,12,val_loss,0.541546404361725
LSTM,38,1,val_loss,0.518184006214142
LSTM,38,2,val_loss,0.518109440803528
LSTM,38,3,val_loss,0.51813280582428
LSTM,38,4,val_loss,0.518194079399109
LSTM,38,5,val_loss,0.520022034645081
LSTM,38,6,val_loss,0.521658778190613
LSTM,38,7,val_loss,0.52307140827179
LSTM,38,8,val_loss,0.525669515132904
LSTM,38,9,val_loss,0.527032017707825
LSTM,38,10,val_loss,0.530705869197846
LSTM,38,11,val_loss,0.53373384475708
CNN,18,1,val_mean_absolute_error,0.541624307632446
CNN,18,2,val_mean_absolute_error,0.53088903427124
CNN,18,3,val_mean_absolute_error,0.549268245697022
CNN,18,4,val_mean_absolute_error,0.525602579116821
CNN,18,5,val_mean_absolute_error,0.519206941127777
CNN,18,6,val_mean_absolute_error,0.513766407966614
CNN,18,7,val_mean_absolute_error,0.559134066104889
CNN,18,8,val_mean_absolute_error,0.524012565612793
CNN,18,9,val_mean_absolute_error,0.517236649990082
CNN,18,10,val_mean_absolute_error,0.517464280128479
CNN,18,11,val_mean_absolute_error,0.529654502868652
CNN,18,12,val_mean_absolute_error,0.519955098628998
CNN,18,13,val_mean_absolute_error,0.663719415664673
CNN,18,14,val_mean_absolute_error,0.529849231243134
CNN,18,15,val_mean_absolute_error,0.525554060935974
CNN,19,1,val_mean_absolute_error,0.534651517868042
CNN,19,2,val_mean_absolute_error,0.521041333675385
CNN,19,3,val_mean_absolute_error,0.530300438404083
CNN,19,4,val_mean_absolute_error,0.520501911640167
CNN,19,5,val_mean_absolute_error,0.696473300457001
CNN,19,6,val_mean_absolute_error,0.522662103176117
CNN,19,7,val_mean_absolute_error,0.521468937397003
CNN,19,8,val_mean_absolute_error,0.514158546924591
CNN,19,9,val_mean_absolute_error,0.532210648059845
CNN,19,10,val_mean_absolute_error,0.517623901367188
CNN,19,11,val_mean_absolute_error,0.541783273220062
CNN,19,12,val_mean_absolute_error,0.520899653434753
CNN,19,13,val_mean_absolute_error,0.54053795337677
CNN,19,14,val_mean_absolute_error,0.521303176879883
CNN,19,15,val_mean_absolute_error,0.538996994495392
CNN,19,16,val_mean_absolute_error,0.522939562797546
CNN,19,17,val_mean_absolute_error,0.525467872619629
CNN,20,1,val_mean_absolute_error,0.539315223693848
CNN,20,2,val_mean_absolute_error,0.519107520580292
CNN,20,3,val_mean_absolute_error,0.517766058444977
CNN,20,4,val_mean_absolute_error,0.517388701438904
CNN,20,5,val_mean_absolute_error,0.513475596904755
CNN,20,6,val_mean_absolute_error,0.519921839237213
CNN,20,7,val_mean_absolute_error,0.528795123100281
CNN,20,8,val_mean_absolute_error,0.521589577198029
CNN,20,9,val_mean_absolute_error,0.602310359477997
CNN,20,10,val_mean_absolute_error,0.522889196872711
CNN,20,11,val_mean_absolute_error,0.52279257774353
CNN,20,12,val_mean_absolute_error,0.521226227283478
CNN,20,13,val_mean_absolute_error,0.524535059928894
CNN,20,14,val_mean_absolute_error,0.520732462406158
CNN,21,1,val_mean_absolute_error,0.526051163673401
CNN,21,2,val_mean_absolute_error,0.519990682601929
CNN,21,3,val_mean_absolute_error,0.514816105365753
CNN,21,4,val_mean_absolute_error,0.521549820899963
CNN,21,5,val_mean_absolute_error,0.511210262775421
CNN,21,6,val_mean_absolute_error,0.541422724723816
CNN,21,7,val_mean_absolute_error,0.519752085208893
CNN,21,8,val_mean_absolute_error,0.53314870595932
CNN,21,9,val_mean_absolute_error,0.51991081237793
CNN,21,10,val_mean_absolute_error,0.608898758888245
CNN,21,11,val_mean_absolute_error,0.524884641170502
CNN,21,12,val_mean_absolute_error,0.520710647106171
CNN,21,13,val_mean_absolute_error,0.534466207027435
CNN,21,14,val_mean_absolute_error,0.523806512355804
CNN,22,1,val_mean_absolute_error,0.551099240779877
CNN,22,2,val_mean_absolute_error,0.526385843753815
CNN,22,3,val_mean_absolute_error,0.539502561092377
CNN,22,4,val_mean_absolute_error,0.517944395542145
CNN,22,5,val_mean_absolute_error,0.513204276561737
CNN,22,6,val_mean_absolute_error,0.547057509422302
CNN,22,7,val_mean_absolute_error,0.519252181053162
CNN,22,8,val_mean_absolute_error,0.525047600269318
CNN,22,9,val_mean_absolute_error,0.521220207214356
CNN,22,10,val_mean_absolute_error,0.528938174247742
CNN,22,11,val_mean_absolute_error,0.520967364311218
CNN,22,12,val_mean_absolute_error,0.528887689113617
CNN,22,13,val_mean_absolute_error,0.522574663162231
CNN,22,14,val_mean_absolute_error,0.530235290527344
CNN,23,1,val_mean_absolute_error,0.527436912059784
CNN,23,2,val_mean_absolute_error,0.520014882087708
CNN,23,3,val_mean_absolute_error,0.515899360179901
CNN,23,4,val_mean_absolute_error,0.514426052570343
CNN,23,5,val_mean_absolute_error,0.525746643543243
CNN,23,6,val_mean_absolute_error,0.519582569599152
CNN,23,7,val_mean_absolute_error,0.524880111217499
CNN,23,8,val_mean_absolute_error,0.516344904899597
CNN,23,9,val_mean_absolute_error,0.781299352645874
CNN,23,10,val_mean_absolute_error,0.701687335968018
CNN,23,11,val_mean_absolute_error,0.531460404396057
CNN,23,12,val_mean_absolute_error,0.527985513210297
CNN,23,13,val_mean_absolute_error,0.521836340427399
CNN,24,1,val_mean_absolute_error,0.535295069217682
CNN,24,2,val_mean_absolute_error,0.517354369163513
CNN,24,3,val_mean_absolute_error,0.518517971038818
CNN,24,4,val_mean_absolute_error,0.516450941562653
CNN,24,5,val_mean_absolute_error,0.584136605262756
CNN,24,6,val_mean_absolute_error,0.531392812728882
CNN,24,7,val_mean_absolute_error,0.517622411251068
CNN,24,8,val_mean_absolute_error,0.550898551940918
CNN,24,9,val_mean_absolute_error,0.520853579044342
